     0.00000000E+000     0.48115962E-010     0.69439574E-010    -0.22538416E-010
     0.10000000E-001     0.41308222E-003    -0.16662036E-008    -0.24527256E-008
     0.20000000E-001     0.71521169E-003    -0.10103801E-007    -0.16978576E-007
     0.30000000E-001     0.89458507E-003    -0.22855494E-007    -0.44771648E-007
     0.40000000E-001     0.97643211E-003    -0.38136660E-007    -0.74061093E-007
     0.50000000E-001     0.96173037E-003    -0.54185662E-007    -0.10346750E-006
     0.60000000E-001     0.85434052E-003    -0.66204927E-007    -0.12715441E-006
     0.70000000E-001     0.70067735E-003    -0.75304679E-007    -0.14697943E-006
     0.80000000E-001     0.56914692E-003    -0.81207990E-007    -0.16607522E-006
     0.90000000E-001     0.47335090E-003    -0.87858938E-007    -0.18653667E-006
     0.10000000E+000     0.37541481E-003    -0.92802880E-007    -0.20506123E-006
     0.11000000E+000     0.27630923E-003    -0.95240379E-007    -0.21583429E-006
     0.12000000E+000     0.21274892E-003    -0.96984497E-007    -0.21860761E-006
     0.13000000E+000     0.17886970E-003    -0.96485995E-007    -0.22098956E-006
     0.14000000E+000     0.13773904E-003    -0.96176169E-007    -0.21515437E-006
     0.15000000E+000     0.78190235E-004    -0.97043780E-007    -0.21177151E-006
     0.16000000E+000    -0.30568941E-005    -0.98350220E-007    -0.21919753E-006
     0.17000000E+000    -0.12037784E-003    -0.97853325E-007    -0.22105755E-006
     0.18000000E+000    -0.25864742E-003    -0.93999115E-007    -0.22809650E-006
     0.19000000E+000    -0.37258597E-003    -0.89709551E-007    -0.23873357E-006
     0.20000000E+000    -0.43757775E-003    -0.85383263E-007    -0.24271145E-006
     0.21000000E+000    -0.45460737E-003    -0.78516298E-007    -0.23971204E-006
     0.22000000E+000    -0.41760837E-003    -0.72319218E-007    -0.23590815E-006
     0.23000000E+000    -0.31703687E-003    -0.67020649E-007    -0.22509006E-006
     0.24000000E+000    -0.17704794E-003    -0.60453474E-007    -0.21708733E-006
     0.25000000E+000    -0.44792160E-004    -0.59462227E-007    -0.20754495E-006
     0.26000000E+000     0.66654276E-004    -0.57178487E-007    -0.19604192E-006
     0.27000000E+000     0.16043546E-003    -0.55497404E-007    -0.18875919E-006
     0.28000000E+000     0.20848590E-003    -0.57284005E-007    -0.18455675E-006
     0.29000000E+000     0.20171799E-003    -0.59081320E-007    -0.19638490E-006
     0.30000000E+000     0.18173224E-003    -0.56690755E-007    -0.21479602E-006
     0.31000000E+000     0.16912215E-003    -0.51259843E-007    -0.23364912E-006
     0.32000000E+000     0.13816336E-003    -0.42516216E-007    -0.25408518E-006
     0.33000000E+000     0.81854463E-004    -0.35165065E-007    -0.25890505E-006
     0.34000000E+000     0.30739101E-004    -0.30713562E-007    -0.24827075E-006
     0.35000000E+000    -0.82265697E-005    -0.29256805E-007    -0.24095919E-006
     0.36000000E+000    -0.64081367E-004    -0.30416707E-007    -0.23603861E-006
     0.37000000E+000    -0.13803249E-003    -0.34791325E-007    -0.22740204E-006
     0.38000000E+000    -0.19135531E-003    -0.41264451E-007    -0.20981027E-006
     0.39000000E+000    -0.20284712E-003    -0.47822646E-007    -0.19400385E-006
     0.40000000E+000    -0.18940364E-003    -0.53854355E-007    -0.17440230E-006
     0.41000000E+000    -0.17427232E-003    -0.59391939E-007    -0.15434525E-006
     0.42000000E+000    -0.17015934E-003    -0.64514416E-007    -0.14135484E-006
     0.43000000E+000    -0.18549934E-003    -0.67394716E-007    -0.14248018E-006
     0.44000000E+000    -0.21805595E-003    -0.68762314E-007    -0.15835537E-006
     0.45000000E+000    -0.25442302E-003    -0.67945756E-007    -0.17056123E-006
     0.46000000E+000    -0.28801945E-003    -0.67925946E-007    -0.17629868E-006
     0.47000000E+000    -0.30715978E-003    -0.67491209E-007    -0.16547728E-006
     0.48000000E+000    -0.28196137E-003    -0.66816519E-007    -0.14859241E-006
     0.49000000E+000    -0.20490664E-003    -0.67935133E-007    -0.13863845E-006
     0.50000000E+000    -0.10792986E-003    -0.70723410E-007    -0.13630474E-006
     0.51000000E+000    -0.13964371E-004    -0.72691758E-007    -0.12495431E-006
     0.52000000E+000     0.88459002E-004    -0.77335314E-007    -0.12366669E-006
     0.53000000E+000     0.21343939E-003    -0.79835411E-007    -0.13520733E-006
     0.54000000E+000     0.34571672E-003    -0.80153622E-007    -0.14623919E-006
     0.55000000E+000     0.45749695E-003    -0.78296781E-007    -0.14667464E-006
     0.56000000E+000     0.53708395E-003    -0.75234185E-007    -0.15458163E-006
     0.57000000E+000     0.57605849E-003    -0.70603025E-007    -0.15214498E-006
     0.58000000E+000     0.55557448E-003    -0.67638239E-007    -0.14228305E-006
     0.59000000E+000     0.46340100E-003    -0.67249305E-007    -0.13102992E-006
     0.60000000E+000     0.31325123E-003    -0.68596692E-007    -0.11965478E-006
     0.61000000E+000     0.14285146E-003    -0.70919745E-007    -0.10583464E-006
     0.62000000E+000    -0.11370584E-004    -0.71687698E-007    -0.10288941E-006
     0.63000000E+000    -0.13157322E-003    -0.75068512E-007    -0.94985570E-007
     0.64000000E+000    -0.21486723E-003    -0.78896531E-007    -0.82125715E-007
     0.65000000E+000    -0.26245465E-003    -0.81218720E-007    -0.65375874E-007
     0.66000000E+000    -0.27774429E-003    -0.81151140E-007    -0.54621220E-007
     0.67000000E+000    -0.28087245E-003    -0.81776348E-007    -0.54475380E-007
     0.68000000E+000    -0.28901060E-003    -0.79664178E-007    -0.64377124E-007
     0.69000000E+000    -0.28922129E-003    -0.77633327E-007    -0.73714618E-007
     0.70000000E+000    -0.27673943E-003    -0.80199508E-007    -0.90691156E-007
     0.71000000E+000    -0.27103691E-003    -0.80036120E-007    -0.12189573E-006
     0.72000000E+000    -0.26953432E-003    -0.77901731E-007    -0.15299965E-006
     0.73000000E+000    -0.24673444E-003    -0.76528771E-007    -0.17916682E-006
     0.74000000E+000    -0.19638476E-003    -0.74667977E-007    -0.20294399E-006
     0.75000000E+000    -0.13664151E-003    -0.72246650E-007    -0.22137722E-006
     0.76000000E+000    -0.72508559E-004    -0.68764939E-007    -0.24240932E-006
     0.77000000E+000     0.17900748E-004    -0.62620094E-007    -0.25542493E-006
     0.78000000E+000     0.13504902E-003    -0.56297759E-007    -0.25418160E-006
     0.79000000E+000     0.23894115E-003    -0.52439544E-007    -0.24445835E-006
     0.80000000E+000     0.29923421E-003    -0.47842303E-007    -0.23324279E-006
     0.81000000E+000     0.31119253E-003    -0.42968367E-007    -0.22307450E-006
     0.82000000E+000     0.27299660E-003    -0.39331542E-007    -0.21620959E-006
     0.83000000E+000     0.19355833E-003    -0.37218558E-007    -0.21072753E-006
     0.84000000E+000     0.97596504E-004    -0.39033391E-007    -0.20216709E-006
     0.85000000E+000     0.39606381E-005    -0.43045602E-007    -0.20518479E-006
     0.86000000E+000    -0.69152202E-004    -0.47647333E-007    -0.20826438E-006
     0.87000000E+000    -0.87331741E-004    -0.50176072E-007    -0.20395185E-006
     0.88000000E+000    -0.42983611E-004    -0.52086593E-007    -0.20204759E-006
     0.89000000E+000     0.19650739E-004    -0.56721233E-007    -0.20960172E-006
     0.90000000E+000     0.70498382E-004    -0.61952403E-007    -0.22895394E-006
     0.91000000E+000     0.12167109E-003    -0.66987489E-007    -0.23969599E-006
     0.92000000E+000     0.17379213E-003    -0.68922111E-007    -0.23406688E-006
     0.93000000E+000     0.19935832E-003    -0.69801933E-007    -0.22275929E-006
     0.94000000E+000     0.18974326E-003    -0.67758432E-007    -0.21007622E-006
     0.95000000E+000     0.17769365E-003    -0.66980478E-007    -0.20050302E-006
     0.96000000E+000     0.17560902E-003    -0.67771828E-007    -0.18822919E-006
     0.97000000E+000     0.14748575E-003    -0.69725648E-007    -0.17697373E-006
     0.98000000E+000     0.96968996E-004    -0.70901014E-007    -0.16915789E-006
     0.99000000E+000     0.75736827E-004    -0.68841751E-007    -0.16034217E-006
     0.10000000E+001     0.76159440E-004    -0.65929472E-007    -0.16546884E-006
     0.10100000E+001     0.48360719E-004    -0.58757194E-007    -0.17076816E-006
     0.10200000E+001     0.23786077E-005    -0.52016406E-007    -0.17844332E-006
     0.10300000E+001    -0.19273754E-004    -0.44155674E-007    -0.17771483E-006
     0.10400000E+001    -0.26467996E-004    -0.36718463E-007    -0.17622294E-006
     0.10500000E+001    -0.61473431E-004    -0.30664475E-007    -0.16679367E-006
     0.10600000E+001    -0.11839999E-003    -0.27958498E-007    -0.15231679E-006
     0.10700000E+001    -0.14721268E-003    -0.24605092E-007    -0.13503979E-006
     0.10800000E+001    -0.13803841E-003    -0.22561528E-007    -0.12540066E-006
     0.10900000E+001    -0.12974461E-003    -0.21485549E-007    -0.11801389E-006
     0.11000000E+001    -0.13276749E-003    -0.22620906E-007    -0.10980987E-006
     0.11100000E+001    -0.11930896E-003    -0.23281717E-007    -0.90174085E-007
     0.11200000E+001    -0.88380203E-004    -0.24765052E-007    -0.72438640E-007
     0.11300000E+001    -0.75702297E-004    -0.26512040E-007    -0.61248131E-007
     0.11400000E+001    -0.99122821E-004    -0.29927519E-007    -0.55690112E-007
     0.11500000E+001    -0.14495805E-003    -0.37790460E-007    -0.63573921E-007
     0.11600000E+001    -0.19786337E-003    -0.50059019E-007    -0.73762489E-007
     0.11700000E+001    -0.24837951E-003    -0.65120880E-007    -0.87467387E-007
     0.11800000E+001    -0.28472754E-003    -0.81551851E-007    -0.99335756E-007
     0.11900000E+001    -0.29068042E-003    -0.92210042E-007    -0.11838786E-006
     0.12000000E+001    -0.26119365E-003    -0.99714953E-007    -0.13255940E-006
     0.12100000E+001    -0.21368162E-003    -0.10403282E-006    -0.14365944E-006
     0.12200000E+001    -0.16401162E-003    -0.10484656E-006    -0.15075814E-006
     0.12300000E+001    -0.12253031E-003    -0.10011394E-006    -0.16258717E-006
     0.12400000E+001    -0.10887122E-003    -0.94652762E-007    -0.16989510E-006
     0.12500000E+001    -0.11771507E-003    -0.84778110E-007    -0.16623923E-006
     0.12600000E+001    -0.10267774E-003    -0.71645676E-007    -0.15620832E-006
     0.12700000E+001    -0.38018859E-004    -0.59845062E-007    -0.14306156E-006
     0.12800000E+001     0.40678922E-004    -0.47694453E-007    -0.13127364E-006
     0.12900000E+001     0.93793415E-004    -0.39056773E-007    -0.10953151E-006
     0.13000000E+001     0.13638160E-003    -0.38223668E-007    -0.10233749E-006
     0.13100000E+001     0.18830058E-003    -0.42135376E-007    -0.93449616E-007
     0.13200000E+001     0.21960804E-003    -0.49100449E-007    -0.93593713E-007
     0.13300000E+001     0.21112033E-003    -0.54302995E-007    -0.10089637E-006
     0.13400000E+001     0.20041448E-003    -0.58929400E-007    -0.10255138E-006
     0.13500000E+001     0.21048702E-003    -0.60875719E-007    -0.11628956E-006
     0.13600000E+001     0.20544559E-003    -0.59581183E-007    -0.14101506E-006
     0.13700000E+001     0.16504884E-003    -0.55923005E-007    -0.17115293E-006
     0.13800000E+001     0.12908227E-003    -0.52385001E-007    -0.21087484E-006
     0.13900000E+001     0.11977826E-003    -0.48579232E-007    -0.23656095E-006
     0.14000000E+001     0.11027870E-003    -0.44292765E-007    -0.25716789E-006
     0.14100000E+001     0.10229479E-003    -0.40540875E-007    -0.27269741E-006
     0.14200000E+001     0.13209917E-003    -0.38642445E-007    -0.27749089E-006
     0.14300000E+001     0.19385091E-003    -0.37829881E-007    -0.28683832E-006
     0.14400000E+001     0.23802814E-003    -0.39250041E-007    -0.29942585E-006
     0.14500000E+001     0.24109937E-003    -0.39378122E-007    -0.29967280E-006
     0.14600000E+001     0.22704768E-003    -0.42317591E-007    -0.28800432E-006
     0.14700000E+001     0.21473190E-003    -0.43410743E-007    -0.28363565E-006
     0.14800000E+001     0.19532276E-003    -0.42817286E-007    -0.26677836E-006
     0.14900000E+001     0.16502306E-003    -0.45486967E-007    -0.26208597E-006
     0.15000000E+001     0.12774170E-003    -0.48689774E-007    -0.25824287E-006
     0.15100000E+001     0.84468146E-004    -0.52584967E-007    -0.24044221E-006
     0.15200000E+001     0.44709554E-004    -0.56255478E-007    -0.22922795E-006
     0.15300000E+001     0.13355408E-004    -0.65123342E-007    -0.21990175E-006
     0.15400000E+001    -0.28785258E-004    -0.71810931E-007    -0.20878365E-006
     0.15500000E+001    -0.93217126E-004    -0.75926346E-007    -0.20855926E-006
     0.15600000E+001    -0.15446341E-003    -0.76964735E-007    -0.20874786E-006
     0.15700000E+001    -0.19647788E-003    -0.74810390E-007    -0.19697387E-006
     0.15800000E+001    -0.24501587E-003    -0.69670525E-007    -0.18934191E-006
     0.15900000E+001    -0.30876224E-003    -0.63837559E-007    -0.17326604E-006
     0.16000000E+001    -0.35105739E-003    -0.57285240E-007    -0.15154108E-006
     0.16100000E+001    -0.34460068E-003    -0.50599500E-007    -0.13909196E-006
     0.16200000E+001    -0.30501695E-003    -0.45059672E-007    -0.12595064E-006
     0.16300000E+001    -0.26513535E-003    -0.39668888E-007    -0.12265134E-006
     0.16400000E+001    -0.22767146E-003    -0.33059263E-007    -0.11588470E-006
     0.16500000E+001    -0.16431230E-003    -0.28049287E-007    -0.11277863E-006
     0.16600000E+001    -0.77008285E-004    -0.27077868E-007    -0.11921907E-006
     0.16700000E+001    -0.32845087E-005    -0.27069688E-007    -0.12771399E-006
     0.16800000E+001     0.41121441E-004    -0.26005949E-007    -0.13225960E-006
